state,date,population,metodology,count,rate
CHIAPAS,2013-01,5090595,vieja,50,11.78644147
CHIHUAHUA,2013-01,3620477,vieja,117,38.7794205
CIUDAD DE MÉXICO,2013-01,8901210,vieja,67,9.032479854
NUEVO LEÓN,2013-01,4910969,vieja,109,26.63425487
OAXACA,2013-01,3947288,vieja,26,7.904161034
PUEBLA,2013-01,6040338,vieja,34,6.754588899
QUERÉTARO,2013-01,1930936,vieja,5,3.10730133
TAMAULIPAS,2013-01,3443837,vieja,68,23.69450122
TLAXCALA,2013-01,1235194,vieja,6,5.829043859
VERACRUZ,2013-01,7896284,vieja,64,9.726093945
YUCATÁN,2013-01,2052711,vieja,2,1.169185531
QUINTANA ROO,2013-01,1466275,vieja,20,16.36800737
SAN LUIS POTOSÍ,2013-01,2690964,vieja,19,8.472800082
SINALOA,2013-01,2921245,vieja,89,36.55975449
SONORA,2013-01,2834105,vieja,37,15.66632147
TABASCO,2013-01,2323900,vieja,9,4.647360041
AGUASCALIENTES,2013-01,1244622,vieja,4,3.856592604
BAJA CALIFORNIA,2013-01,3359223,vieja,59,21.07630247
BAJA CALIFORNIA SUR,2013-01,708701,vieja,4,6.772955026
CAMPECHE,2013-01,874497,vieja,1,1.3722174
COAHUILA,2013-01,2875202,vieja,52,21.70282297
ZACATECAS,2013-01,1544552,vieja,14,10.87694037
JALISCO,2013-02,7709586,vieja,118,18.36674498
MÉXICO,2013-02,16278302,vieja,145,10.68907556
MICHOACÁN,2013-02,4518186,vieja,49,13.01407246
MORELOS,2013-02,1866396,vieja,59,37.93407187
NAYARIT,2013-02,1170751,vieja,11,11.2748142
DURANGO,2013-02,1722200,vieja,40,27.87132737
GUANAJUATO,2013-02,5702533,vieja,43,9.048610503
GUERRERO,2013-02,3515741,vieja,177,60.41400661
HIDALGO,2013-02,2793880,vieja,8,3.436081721
COLIMA,2013-02,693995,vieja,22,38.04061989
CHIAPAS,2013-02,5096313,vieja,33,7.770323369
CHIHUAHUA,2013-02,3623575,vieja,112,37.09044245
CIUDAD DE MÉXICO,2013-02,8899716,vieja,64,8.629488851
NUEVO LEÓN,2013-02,4916987,vieja,71,17.32768462
OAXACA,2013-02,3949639,vieja,32,9.722407542
PUEBLA,2013-02,6045792,vieja,42,8.336376772
QUERÉTARO,2013-02,1933527,vieja,10,6.206274854
TAMAULIPAS,2013-02,3447337,vieja,42,14.61998058
TLAXCALA,2013-02,1236702,vieja,7,6.792258766
VERACRUZ,2013-02,7901667,vieja,61,9.263867991
YUCATÁN,2013-02,2054999,vieja,3,1.75182567
QUINTANA ROO,2013-02,1470012,vieja,13,10.61215827
SAN LUIS POTOSÍ,2013-02,2693200,vieja,30,13.36699837
SINALOA,2013-02,2923459,vieja,60,24.62835976
SONORA,2013-02,2837577,vieja,44,18.60742457
TABASCO,2013-02,2326019,vieja,7,3.611320458
AGUASCALIENTES,2013-02,1246150,vieja,3,2.888897805
BAJA CALIFORNIA,2013-02,3363594,vieja,55,19.62186875
BAJA CALIFORNIA SUR,2013-02,710600,vieja,2,3.377427526
CAMPECHE,2013-02,875658,vieja,4,5.481592128
COAHUILA,2013-02,2878183,vieja,43,17.92797748
ZACATECAS,2013-02,1545677,vieja,9,6.987229544
JALISCO,2013-03,7717765,vieja,120,18.65825145
MÉXICO,2013-03,16299779,vieja,125,9.202578759
MICHOACÁN,2013-03,4521118,vieja,78,20.70284385
MORELOS,2013-03,1868344,vieja,63,40.46364053
NAYARIT,2013-03,1172664,vieja,21,21.48953153
DURANGO,2013-03,1723757,vieja,40,27.84615233
GUANAJUATO,2013-03,5706827,vieja,50,10.5137233
GUERRERO,2013-03,3517770,vieja,162,55.26228264
HIDALGO,2013-03,2796994,vieja,6,2.574192151
COAHUILA,2013-03,2881164,vieja,67,27.90538824
COLIMA,2013-03,695070,vieja,15,25.89667228
CHIAPAS,2013-03,5102032,vieja,41,9.643216663
CHIHUAHUA,2013-03,3626672,vieja,132,43.67640636
CIUDAD DE MÉXICO,2013-03,8898223,vieja,73,9.844662243
NUEVO LEÓN,2013-03,4923005,vieja,55,13.40644586
OAXACA,2013-03,3951990,vieja,47,14.27129117
PUEBLA,2013-03,6051246,vieja,41,8.130556913
QUERÉTARO,2013-03,1936118,vieja,7,4.338578537
TAMAULIPAS,2013-03,3450836,vieja,55,19.12580024
TLAXCALA,2013-03,1238210,vieja,9,8.722268436
VERACRUZ,2013-03,7907050,vieja,79,11.98930069
YUCATÁN,2013-03,2057287,vieja,4,2.333169849
QUINTANA ROO,2013-03,1473749,vieja,24,19.54199799
SAN LUIS POTOSÍ,2013-03,2695436,vieja,34,15.13669774
SINALOA,2013-03,2925672,vieja,99,40.60605563
SONORA,2013-03,2841048,vieja,57,24.0756228
TABASCO,2013-03,2328138,vieja,11,5.669766998
AGUASCALIENTES,2013-03,1247679,vieja,2,1.923571688
BAJA CALIFORNIA,2013-03,3367966,vieja,58,20.66529175
BAJA CALIFORNIA SUR,2013-03,712499,vieja,3,5.05263867
CAMPECHE,2013-03,876818,vieja,5,6.842925214
ZACATECAS,2013-03,1546803,vieja,12,9.309524225
JALISCO,2013-04,7725944,vieja,91,14.13419512
MÉXICO,2013-04,16321256,vieja,150,11.028563
MICHOACÁN,2013-04,4524050,vieja,82,21.75042274
MORELOS,2013-04,1870292,vieja,51,32.72216317
NAYARIT,2013-04,1174577,vieja,12,12.25973265
DURANGO,2013-04,1725314,vieja,44,30.603125
GUANAJUATO,2013-04,5711121,vieja,67,14.07779664
GUERRERO,2013-04,3519800,vieja,199,67.84476391
HIDALGO,2013-04,2800107,vieja,14,5.999770723
COAHUILA,2013-04,2884146,vieja,62,25.79619756
COLIMA,2013-04,696145,vieja,11,18.96156691
CHIAPAS,2013-04,5107750,vieja,48,11.27698106
CHIHUAHUA,2013-04,3629770,vieja,133,43.96972811
CIUDAD DE MÉXICO,2013-04,8896729,vieja,52,7.013813729
NUEVO LEÓN,2013-04,4929023,vieja,85,20.69375615
OAXACA,2013-04,3954340,vieja,45,13.65588189
PUEBLA,2013-04,6056699,vieja,49,9.708258575
QUERÉTARO,2013-04,1938708,vieja,10,6.189689216
TABASCO,2013-04,2330256,vieja,11,5.664613673
TAMAULIPAS,2013-04,3454336,vieja,45,15.63252677
TLAXCALA,2013-04,1239718,vieja,9,8.711658619
VERACRUZ,2013-04,7912432,vieja,82,12.43612583
YUCATÁN,2013-04,2059575,vieja,4,2.33057791
QUINTANA ROO,2013-04,1477486,vieja,29,23.55352267
SAN LUIS POTOSÍ,2013-04,2697673,vieja,22,9.786212043
SINALOA,2013-04,2927886,vieja,83,34.0177179
SONORA,2013-04,2844519,vieja,47,19.8276053
AGUASCALIENTES,2013-04,1249208,vieja,4,3.842434567
BAJA CALIFORNIA,2013-04,3372337,vieja,77,27.39939692
BAJA CALIFORNIA SUR,2013-04,714398,vieja,4,6.718943782
CAMPECHE,2013-04,877978,vieja,8,10.93421475
ZACATECAS,2013-04,1547928,vieja,13,10.07798812
JALISCO,2013-05,7734124,vieja,108,16.75690744
MÉXICO,2013-05,16342733,vieja,159,11.67491386
MICHOACÁN,2013-05,4526982,vieja,70,18.55540844
MORELOS,2013-05,1872240,vieja,43,27.56056916
NAYARIT,2013-05,1176490,vieja,15,15.29974755
DURANGO,2013-05,1726872,vieja,34,23.62653399
GUANAJUATO,2013-05,5715415,vieja,57,11.9676349
GUERRERO,2013-05,3521829,vieja,186,63.37616051
HIDALGO,2013-05,2803221,vieja,10,4.280789849
COAHUILA,2013-05,2887127,vieja,65,27.01647693
COLIMA,2013-05,697220,vieja,13,22.37457331
CHIAPAS,2013-05,5113468,vieja,51,11.96839405
CHIHUAHUA,2013-05,3632868,vieja,129,42.61096192
CIUDAD DE MÉXICO,2013-05,8895236,vieja,80,10.79229376
NUEVO LEÓN,2013-05,4935041,vieja,62,15.07586259
OAXACA,2013-05,3956691,vieja,42,12.73791661
PUEBLA,2013-05,6062153,vieja,34,6.730282129
QUERÉTARO,2013-05,1941298,vieja,11,6.799574305
TABASCO,2013-05,2332374,vieja,18,9.260950431
TAMAULIPAS,2013-05,3457836,vieja,43,14.92262791
TLAXCALA,2013-05,1241226,vieja,1,0.966786065
VERACRUZ,2013-05,7917815,vieja,83,12.57922798
YUCATÁN,2013-05,2061863,vieja,3,1.745993793
QUINTANA ROO,2013-05,1481223,vieja,9,7.291272145
SAN LUIS POTOSÍ,2013-05,2699909,vieja,32,14.22270158
SINALOA,2013-05,2930099,vieja,86,35.22065295
SONORA,2013-05,2847991,vieja,65,27.387727
AGUASCALIENTES,2013-05,1250736,vieja,2,1.918870169
BAJA CALIFORNIA,2013-05,3376709,vieja,69,24.52091667
BAJA CALIFORNIA SUR,2013-05,716297,vieja,4,6.701130955
CAMPECHE,2013-05,879139,vieja,4,5.459887458
ZACATECAS,2013-05,1549054,vieja,32,24.78932303
JALISCO,2013-06,7742303,vieja,92,14.2593231
MÉXICO,2013-06,16364210,vieja,163,11.95291432
MICHOACÁN,2013-06,4529914,vieja,57,15.09962441
MORELOS,2013-06,1874188,vieja,59,37.77635968
NAYARIT,2013-06,1178403,vieja,16,16.29323754
DURANGO,2013-06,1728429,vieja,23,15.96825788
GUANAJUATO,2013-06,5719709,vieja,66,13.84685829
GUERRERO,2013-06,3523858,vieja,185,62.99913334
HIDALGO,2013-06,2806334,vieja,9,3.848437143
COAHUILA,2013-06,2890108,vieja,42,17.43879467
COLIMA,2013-06,698295,vieja,10,17.1847142
CHIAPAS,2013-06,5119186,vieja,53,12.4238502
CHIHUAHUA,2013-06,3635966,vieja,144,47.52519688
CIUDAD DE MÉXICO,2013-06,8893742,vieja,59,7.960653682
NUEVO LEÓN,2013-06,4941059,vieja,53,12.87173458
OAXACA,2013-06,3959042,vieja,55,16.67069963
PUEBLA,2013-06,6067607,vieja,30,5.933146296
QUERÉTARO,2013-06,1943889,vieja,7,4.321234391
TABASCO,2013-06,2334493,vieja,8,4.11224193
TAMAULIPAS,2013-06,3461336,vieja,44,15.25422554
TLAXCALA,2013-06,1242734,vieja,6,5.793677489
VERACRUZ,2013-06,7923198,vieja,89,13.47940566
YUCATÁN,2013-06,2064151,vieja,2,1.162705635
QUINTANA ROO,2013-06,1484960,vieja,24,19.3944618
SAN LUIS POTOSÍ,2013-06,2702145,vieja,20,8.881832766
SINALOA,2013-06,2932313,vieja,99,40.51409246
SONORA,2013-06,2851462,vieja,47,19.77932724
AGUASCALIENTES,2013-06,1252265,vieja,2,1.916527253
BAJA CALIFORNIA,2013-06,3381080,vieja,75,26.61871355
BAJA CALIFORNIA SUR,2013-06,718196,vieja,10,16.70853082
CAMPECHE,2013-06,880299,vieja,8,10.90538556
ZACATECAS,2013-06,1550179,vieja,12,9.289249822
JALISCO,2013-07,7750279,vieja,73,11.3028189
MÉXICO,2013-07,16385437,vieja,173,12.6697872
MICHOACÁN,2013-07,4532742,vieja,58,15.35494409
MORELOS,2013-07,1876122,vieja,49,31.3412454
DURANGO,2013-07,1729960,vieja,61,42.31311707
GUANAJUATO,2013-07,5723860,vieja,59,12.36927528
GUERRERO,2013-07,3525762,vieja,166,56.49842502
HIDALGO,2013-07,2809372,vieja,14,5.979984139
COAHUILA,2013-07,2893065,vieja,62,25.71667073
COLIMA,2013-07,699352,vieja,13,22.30636361
CHIAPAS,2013-07,5124802,vieja,42,9.83452629
CHIHUAHUA,2013-07,3639081,vieja,120,39.57043001
CIUDAD DE MÉXICO,2013-07,8892157,vieja,46,6.207717655
NAYARIT,2013-07,1180303,vieja,12,12.20025705
NUEVO LEÓN,2013-07,4947103,vieja,54,13.09857507
OAXACA,2013-07,3961306,vieja,52,15.75238065
PUEBLA,2013-07,6072931,vieja,29,5.730346681
QUERÉTARO,2013-07,1946435,vieja,12,7.398140703
TABASCO,2013-07,2336572,vieja,11,5.649301626
TAMAULIPAS,2013-07,3464785,vieja,40,13.85367346
TLAXCALA,2013-07,1244225,vieja,9,8.680102072
VERACRUZ,2013-07,7928423,vieja,73,11.04885549
YUCATÁN,2013-07,2066431,vieja,3,1.742134143
QUINTANA ROO,2013-07,1488703,vieja,14,11.28499103
SAN LUIS POTOSÍ,2013-07,2704317,vieja,21,9.318434192
SINALOA,2013-07,2934511,vieja,69,28.21594467
SONORA,2013-07,2854879,vieja,41,17.23365509
AGUASCALIENTES,2013-07,1253757,vieja,7,6.699862892
BAJA CALIFORNIA,2013-07,3385402,vieja,63,22.33117367
BAJA CALIFORNIA SUR,2013-07,720099,vieja,4,6.665750126
CAMPECHE,2013-07,881452,vieja,6,8.16834042
ZACATECAS,2013-07,1551274,vieja,12,9.282692806
JALISCO,2013-08,7758254,vieja,83,12.83794008
MÉXICO,2013-08,16406663,vieja,171,12.50711373
MICHOACÁN,2013-08,4535570,vieja,82,21.69517833
MORELOS,2013-08,1878056,vieja,37,23.64146756
CIUDAD DE MÉXICO,2013-08,8890572,vieja,65,8.773338768
DURANGO,2013-08,1731492,vieja,53,36.73132766
GUANAJUATO,2013-08,5728012,vieja,55,11.52232223
GUERRERO,2013-08,3527667,vieja,172,58.50892389
HIDALGO,2013-08,2812409,vieja,7,2.986763305
COAHUILA,2013-08,2896022,vieja,47,19.47499018
COLIMA,2013-08,700410,vieja,14,23.98595109
CHIAPAS,2013-08,5130417,vieja,35,8.186469053
CHIHUAHUA,2013-08,3642195,vieja,124,40.85448473
NAYARIT,2013-08,1182203,vieja,8,8.120432785
NUEVO LEÓN,2013-08,4953147,vieja,51,12.35578108
OAXACA,2013-08,3963569,vieja,36,10.89926781
PUEBLA,2013-08,6078256,vieja,31,6.120176577
QUERÉTARO,2013-08,1948980,vieja,11,6.772773451
TABASCO,2013-08,2338652,vieja,16,8.209857644
TAMAULIPAS,2013-08,3468234,vieja,40,13.83989662
TLAXCALA,2013-08,1245716,vieja,3,2.88990428
VERACRUZ,2013-08,7933647,vieja,76,11.49534382
YUCATÁN,2013-08,2068711,vieja,4,2.320285434
QUINTANA ROO,2013-08,1492446,vieja,23,18.49313141
SAN LUIS POTOSÍ,2013-08,2706489,vieja,17,7.537440573
SINALOA,2013-08,2936709,vieja,93,38.00172234
SONORA,2013-08,2858296,vieja,38,15.95356114
AGUASCALIENTES,2013-08,1255250,vieja,3,2.867954591
BAJA CALIFORNIA,2013-08,3389724,vieja,52,18.4085784
BAJA CALIFORNIA SUR,2013-08,722003,vieja,2,3.324085911
CAMPECHE,2013-08,882605,vieja,9,12.23650444
ZACATECAS,2013-08,1552370,vieja,6,4.638069532
JALISCO,2013-09,7766230,vieja,81,12.51572513
MÉXICO,2013-09,16427890,vieja,174,12.71009241
MICHOACÁN,2013-09,4538398,vieja,88,23.26812236
MORELOS,2013-09,1879989,vieja,44,28.08527071
CIUDAD DE MÉXICO,2013-09,8888988,vieja,53,7.154920223
DURANGO,2013-09,1733023,vieja,40,27.69726657
GUANAJUATO,2013-09,5732163,vieja,52,10.88594306
GUERRERO,2013-09,3529571,vieja,171,58.13737704
HIDALGO,2013-09,2815446,vieja,7,2.983541506
COAHUILA,2013-09,2898980,vieja,57,23.59450565
COLIMA,2013-09,701467,vieja,11,18.81770632
CHIAPAS,2013-09,5136032,vieja,44,10.28030978
CHIHUAHUA,2013-09,3645310,vieja,123,40.49038353
NAYARIT,2013-09,1184103,vieja,13,13.17452958
NUEVO LEÓN,2013-09,4959192,vieja,50,12.09874512
OAXACA,2013-09,3965833,vieja,48,14.5240609
PUEBLA,2013-09,6083580,vieja,28,5.523063722
QUERÉTARO,2013-09,1951526,vieja,11,6.763937555
TABASCO,2013-09,2340731,vieja,14,7.177245057
TAMAULIPAS,2013-09,3471682,vieja,39,13.48049735
TLAXCALA,2013-09,1247208,vieja,4,3.848596225
VERACRUZ,2013-09,7938872,vieja,52,7.860058709
QUINTANA ROO,2013-09,1496189,vieja,19,15.2387165
SAN LUIS POTOSÍ,2013-09,2708661,vieja,16,7.088373185
SINALOA,2013-09,2938908,vieja,84,34.29845371
SONORA,2013-09,2861712,vieja,62,25.99842332
AGUASCALIENTES,2013-09,1256742,vieja,4,3.819399686
BAJA CALIFORNIA,2013-09,3394046,vieja,70,24.74922261
BAJA CALIFORNIA SUR,2013-09,723906,vieja,3,4.973021359
CAMPECHE,2013-09,883758,vieja,4,5.431351116
YUCATÁN,2013-09,2070992,vieja,3,1.738297396
ZACATECAS,2013-09,1553465,vieja,9,6.952200404
JALISCO,2013-10,7774205,vieja,94,14.5095222
MÉXICO,2013-10,16449116,vieja,178,12.98550025
MICHOACÁN,2013-10,4541226,vieja,99,26.16033644
MORELOS,2013-10,1881923,vieja,43,27.41876262
CIUDAD DE MÉXICO,2013-10,8887403,vieja,69,9.316557379
DURANGO,2013-10,1734554,vieja,31,21.44643522
GUANAJUATO,2013-10,5736314,vieja,51,10.66887203
GUERRERO,2013-10,3531475,vieja,158,53.68861453
HIDALGO,2013-10,2818484,vieja,15,6.386411986
COAHUILA,2013-10,2901937,vieja,67,27.70563248
COLIMA,2013-10,702524,vieja,11,18.78939367
CHIAPAS,2013-10,5141648,vieja,28,6.534869754
CHIHUAHUA,2013-10,3648425,vieja,109,35.85108643
NAYARIT,2013-10,1186003,vieja,8,8.094414601
NUEVO LEÓN,2013-10,4965236,vieja,44,10.63393563
OAXACA,2013-10,3968097,vieja,51,15.42301007
PUEBLA,2013-10,6088904,vieja,30,5.912394086
QUERÉTARO,2013-10,1954071,vieja,9,5.526923024
TABASCO,2013-10,2342810,vieja,11,5.634259714
TAMAULIPAS,2013-10,3475131,vieja,44,15.19367184
TLAXCALA,2013-10,1248699,vieja,8,7.688001672
VERACRUZ,2013-10,7944096,vieja,83,12.53761284
QUINTANA ROO,2013-10,1499932,vieja,14,11.20050776
SAN LUIS POTOSÍ,2013-10,2710833,vieja,21,9.296035573
SINALOA,2013-10,2941106,vieja,74,30.19272342
SONORA,2013-10,2865129,vieja,53,22.19795339
AGUASCALIENTES,2013-10,1258235,vieja,2,1.907433826
BAJA CALIFORNIA,2013-10,3398368,vieja,66,23.30530419
BAJA CALIFORNIA SUR,2013-10,725810,vieja,7,11.57327675
CAMPECHE,2013-10,884911,vieja,8,10.84854861
YUCATÁN,2013-10,2073272,vieja,5,2.893976285
ZACATECAS,2013-10,1554561,vieja,18,13.8945979
JALISCO,2013-11,7782181,vieja,70,10.79388927
MÉXICO,2013-11,16470343,vieja,176,12.82304807
MICHOACÁN,2013-11,4544054,vieja,94,24.82364866
MORELOS,2013-11,1883857,vieja,44,28.02760507
CIUDAD DE MÉXICO,2013-11,8885818,vieja,66,8.913079246
DURANGO,2013-11,1736086,vieja,33,22.80992992
GUANAJUATO,2013-11,5740465,vieja,41,8.570734252
GUERRERO,2013-11,3533380,vieja,188,63.84821333
HIDALGO,2013-11,2821522,vieja,9,3.82772135
COAHUILA,2013-11,2904894,vieja,40,16.52383874
COLIMA,2013-11,703581,vieja,13,22.1722872
CHIAPAS,2013-11,5147264,vieja,43,10.02474324
CHIHUAHUA,2013-11,3651539,vieja,93,30.56245599
NAYARIT,2013-11,1187903,vieja,11,11.11201841
NUEVO LEÓN,2013-11,4971280,vieja,33,7.965755298
OAXACA,2013-11,3970360,vieja,47,14.20526098
PUEBLA,2013-11,6094228,vieja,27,5.316506045
QUERÉTARO,2013-11,1956617,vieja,5,3.066517361
TABASCO,2013-11,2344889,vieja,10,5.117513025
TAMAULIPAS,2013-11,3478580,vieja,50,17.24841746
TLAXCALA,2013-11,1250190,vieja,5,4.799270511
VERACRUZ,2013-11,7949321,vieja,64,9.66120251
QUINTANA ROO,2013-11,1503675,vieja,10,7.980447903
SAN LUIS POTOSÍ,2013-11,2713005,vieja,12,5.307767586
SINALOA,2013-11,2943304,vieja,79,32.20870151
SONORA,2013-11,2868546,vieja,45,18.82486807
AGUASCALIENTES,2013-11,1259727,vieja,6,5.715524078
BAJA CALIFORNIA,2013-11,3402690,vieja,59,20.80706735
BAJA CALIFORNIA SUR,2013-11,727713,vieja,6,9.894010413
CAMPECHE,2013-11,886064,vieja,3,4.062911934
YUCATÁN,2013-11,2075552,vieja,2,1.156318897
ZACATECAS,2013-11,1555656,vieja,10,7.713787624
JALISCO,2013-12,7790156,vieja,70,10.78283927
MÉXICO,2013-12,16491570,vieja,160,11.6423118
MICHOACÁN,2013-12,4546882,vieja,97,25.59996059
MORELOS,2013-12,1885790,vieja,54,34.36225667
CIUDAD DE MÉXICO,2013-12,8884233,vieja,55,7.42889116
DURANGO,2013-12,1737617,vieja,25,17.26502446
GUANAJUATO,2013-12,5744616,vieja,63,13.16014856
GUERRERO,2013-12,3535284,vieja,171,58.04342735
HIDALGO,2013-12,2824559,vieja,6,2.549070492
COAHUILA,2013-12,2907851,vieja,41,16.9197115
COLIMA,2013-12,704638,vieja,15,25.54503163
CHIAPAS,2013-12,5152879,vieja,35,8.150783281
CHIHUAHUA,2013-12,3654654,vieja,107,35.13328485
NAYARIT,2013-12,1189802,vieja,10,10.08571174
NUEVO LEÓN,2013-12,4977324,vieja,52,12.53685715
OAXACA,2013-12,3972624,vieja,55,16.61370419
PUEBLA,2013-12,6099552,vieja,34,6.689015849
TABASCO,2013-12,2346968,vieja,14,7.158171735
TAMAULIPAS,2013-12,3482028,vieja,46,15.85283059
TLAXCALA,2013-12,1251681,vieja,3,2.876132177
VERACRUZ,2013-12,7954546,vieja,57,8.598856553
QUERÉTARO,2013-12,1959162,vieja,13,7.962588086
QUINTANA ROO,2013-12,1507418,vieja,15,11.94094803
SAN LUIS POTOSÍ,2013-12,2715176,vieja,17,7.513325103
SINALOA,2013-12,2945502,vieja,66,26.88845569
SONORA,2013-12,2871963,vieja,39,16.29547456
AGUASCALIENTES,2013-12,1261220,vieja,1,0.951459698
BAJA CALIFORNIA,2013-12,3407012,vieja,72,25.35946454
BAJA CALIFORNIA SUR,2013-12,729616,vieja,7,11.51290542
CAMPECHE,2013-12,887218,vieja,7,9.467797092
YUCATÁN,2013-12,2077832,vieja,5,2.887625179
ZACATECAS,2013-12,1556752,vieja,20,15.41671377
JALISCO,2014-01,7798132,vieja,70,10.77181048
MÉXICO,2014-01,16512796,vieja,185,13.44411934
MICHOACÁN,2014-01,4549709,vieja,88,23.21027565
MORELOS,2014-01,1887724,vieja,42,26.69881826
NAYARIT,2014-01,1191702,vieja,10,10.0696315
DURANGO,2014-01,1739148,vieja,36,24.83974912
GUANAJUATO,2014-01,5748768,vieja,49,10.22827848
GUERRERO,2014-01,3537188,vieja,156,52.92339565
HIDALGO,2014-01,2827596,vieja,10,4.243887741
COLIMA,2014-01,705696,vieja,7,11.90314243
CHIAPAS,2014-01,5158494,vieja,32,7.444033084
CHIHUAHUA,2014-01,3657769,vieja,93,30.51040129
CIUDAD DE MÉXICO,2014-01,8882648,vieja,63,8.510975556
NUEVO LEÓN,2014-01,4983368,vieja,45,10.83604502
OAXACA,2014-01,3974888,vieja,43,12.98149784
PUEBLA,2014-01,6104877,vieja,27,5.307232234
QUERÉTARO,2014-01,1961708,vieja,7,4.281982844
TAMAULIPAS,2014-01,3485477,vieja,47,16.1814294
TLAXCALA,2014-01,1253172,vieja,6,5.745420421
VERACRUZ,2014-01,7959770,vieja,26,3.919711248
YUCATÁN,2014-01,2080112,vieja,0,0
QUINTANA ROO,2014-01,1511162,vieja,14,11.11727267
SAN LUIS POTOSÍ,2014-01,2717348,vieja,23,10.15696186
SINALOA,2014-01,2947700,vieja,92,37.4529294
SONORA,2014-01,2875380,vieja,56,23.37082403
TABASCO,2014-01,2349048,vieja,16,8.173523913
AGUASCALIENTES,2014-01,1262712,vieja,1,0.950335468
BAJA CALIFORNIA,2014-01,3411334,vieja,75,26.38264093
BAJA CALIFORNIA SUR,2014-01,731520,vieja,2,3.280839895
CAMPECHE,2014-01,888371,vieja,8,10.80629602
COAHUILA,2014-01,2910808,vieja,32,13.1922133
ZACATECAS,2014-01,1557847,vieja,8,6.162350988
JALISCO,2014-02,7806108,vieja,70,10.76080423
MÉXICO,2014-02,16534023,vieja,189,13.71716974
MICHOACÁN,2014-02,4552537,vieja,79,20.82355399
MORELOS,2014-02,1889658,vieja,42,26.67149294
NAYARIT,2014-02,1193602,vieja,7,7.03752172
DURANGO,2014-02,1740680,vieja,18,12.40894363
GUANAJUATO,2014-02,5752919,vieja,44,9.17794949
GUERRERO,2014-02,3539093,vieja,132,44.75723017
HIDALGO,2014-02,2830634,vieja,12,5.087199546
COLIMA,2014-02,706753,vieja,16,27.1664924
CHIAPAS,2014-02,5164110,vieja,32,7.435937654
CHIHUAHUA,2014-02,3660883,vieja,90,29.50107938
CIUDAD DE MÉXICO,2014-02,8881063,vieja,43,5.810115298
NUEVO LEÓN,2014-02,4989412,vieja,39,9.379862797
OAXACA,2014-02,3977151,vieja,44,13.27583489
PUEBLA,2014-02,6110201,vieja,23,4.517036346
QUERÉTARO,2014-02,1964254,vieja,8,4.887351636
TAMAULIPAS,2014-02,3488926,vieja,54,18.57305085
TLAXCALA,2014-02,1254663,vieja,8,7.651457005
VERACRUZ,2014-02,7964995,vieja,48,7.231642958
YUCATÁN,2014-02,2082392,vieja,2,1.152520755
QUINTANA ROO,2014-02,1514905,vieja,8,6.337031035
SAN LUIS POTOSÍ,2014-02,2719520,vieja,20,8.82508678
SINALOA,2014-02,2949898,vieja,70,28.47556085
SONORA,2014-02,2878797,vieja,45,18.7578353
TABASCO,2014-02,2351127,vieja,9,4.593541736
AGUASCALIENTES,2014-02,1264204,vieja,5,4.746069463
BAJA CALIFORNIA,2014-02,3415656,vieja,72,25.29528735
BAJA CALIFORNIA SUR,2014-02,733423,vieja,7,11.45314505
CAMPECHE,2014-02,889524,vieja,1,1.349036114
COAHUILA,2014-02,2913765,vieja,39,16.06169338
ZACATECAS,2014-02,1558942,vieja,7,5.388269737
JALISCO,2014-03,7814083,vieja,97,14.89618168
MÉXICO,2014-03,16555249,vieja,173,12.53982951
MICHOACÁN,2014-03,4555365,vieja,97,25.55228835
MORELOS,2014-03,1891592,vieja,44,27.91299604
NAYARIT,2014-03,1195502,vieja,10,10.03762436
DURANGO,2014-03,1742211,vieja,20,13.77559894
GUANAJUATO,2014-03,5757070,vieja,65,13.54855855
GUERRERO,2014-03,3540997,vieja,144,48.79981542
HIDALGO,2014-03,2833672,vieja,14,5.92870311
COAHUILA,2014-03,2916722,vieja,27,11.10836069
COLIMA,2014-03,707810,vieja,7,11.86759159
CHIAPAS,2014-03,5169726,vieja,40,9.284824766
CHIHUAHUA,2014-03,3663998,vieja,98,32.09608739
CIUDAD DE MÉXICO,2014-03,8879478,vieja,75,10.13573095
NUEVO LEÓN,2014-03,4995456,vieja,50,12.01091552
OAXACA,2014-03,3979415,vieja,53,15.98224865
PUEBLA,2014-03,6115525,vieja,25,4.905547766
QUERÉTARO,2014-03,1966799,vieja,10,6.101284371
TAMAULIPAS,2014-03,3492375,vieja,40,13.7442285
TLAXCALA,2014-03,1256154,vieja,4,3.82118753
VERACRUZ,2014-03,7970219,vieja,37,5.570737768
YUCATÁN,2014-03,2084672,vieja,4,2.302520492
QUINTANA ROO,2014-03,1518648,vieja,18,14.22317746
SAN LUIS POTOSÍ,2014-03,2721692,vieja,24,10.58165288
SINALOA,2014-03,2952096,vieja,87,35.36470359
SONORA,2014-03,2882214,vieja,61,25.39714261
